id;code;orderDate;shipDate;shipMode;id_customers;Customer ID
1111;CA-2016-131065;14/11/2016;16/11/2016;Second Class;212;AA-10375
1112;CA-2017-149146;12/10/2017;12/10/2017;Same Day;599;SM-20320
1113;CA-2017-137470;17/9/2017;17/9/2017;Same Day;600;TP-21415
1114;CA-2017-105480;20/12/2017;26/12/2017;Standard Class;159;DK-13225
1115;CA-2017-164917;2/12/2017;7/12/2017;Standard Class;150;MK-17905
1116;CA-2015-102036;21/9/2015;27/9/2015;Standard Class;80;CS-12130
1117;CA-2015-142944;6/3/2015;11/3/2015;Standard Class;140;JL-15850
1118;CA-2014-157882;3/10/2014;8/10/2014;Second Class;154;AR-10405
1119;CA-2014-104283;27/6/2014;1/7/2014;Standard Class;216;LM-17065
1120;CA-2017-142622;30/10/2017;2/11/2017;First Class;601;JK-15625
1121;CA-2016-132143;3/9/2016;5/9/2016;First Class;525;FM-14215
1122;CA-2015-153108;5/3/2015;9/3/2015;Standard Class;228;SF-20200
1123;CA-2016-112676;5/5/2016;8/5/2016;First Class;602;PJ-18835
1124;CA-2017-165687;17/11/2017;23/11/2017;Standard Class;395;CS-12355
1125;US-2017-112928;1/6/2017;5/6/2017;Second Class;122;BB-10990
1126;CA-2017-143343;10/6/2017;13/6/2017;First Class;573;BW-11200
1127;CA-2017-115154;8/1/2017;11/1/2017;First Class;603;RS-19420
1128;CA-2015-149342;20/4/2015;25/4/2015;Standard Class;379;TS-21160
1129;CA-2015-130995;1/11/2015;6/11/2015;Standard Class;426;QJ-19255
1130;CA-2017-127929;23/12/2017;27/12/2017;Standard Class;525;FM-14215
1131;CA-2015-113145;1/11/2015;5/11/2015;Standard Class;105;VD-21670
1132;CA-2014-162362;14/11/2014;18/11/2014;Standard Class;146;JL-15505
1133;CA-2016-106558;17/1/2016;21/1/2016;Standard Class;394;DL-13495
1134;CA-2017-157931;17/9/2017;22/9/2017;Second Class;247;MO-17800
1135;CA-2016-115574;23/12/2016;24/12/2016;First Class;131;BP-11185
1136;CA-2015-160794;6/8/2015;8/8/2015;First Class;100;MS-17980
1137;CA-2017-116225;5/11/2017;9/11/2017;Standard Class;604;SV-20935
1138;US-2017-120418;11/6/2017;12/6/2017;First Class;605;BC-11125
1139;CA-2017-122035;20/7/2017;25/7/2017;Standard Class;606;EM-13825
1140;CA-2015-117828;23/12/2015;26/12/2015;First Class;215;BD-11500
1141;CA-2017-165491;20/3/2017;24/3/2017;Standard Class;305;HW-14935
1142;CA-2015-109470;31/12/2015;3/1/2016;Second Class;347;KC-16255
1143;CA-2015-105102;15/9/2015;19/9/2015;Second Class;607;BM-11575
1144;CA-2017-138422;23/9/2017;26/9/2017;First Class;608;KN-16705
1145;US-2015-147739;25/12/2015;29/12/2015;Standard Class;252;JD-16150
1146;CA-2016-155187;24/9/2016;26/9/2016;Second Class;157;LA-16780
1147;CA-2017-169285;21/3/2017;25/3/2017;Standard Class;356;RW-19690
1148;CA-2014-140886;30/9/2014;4/10/2014;Standard Class;609;KW-16570
1149;CA-2017-152695;10/12/2017;10/12/2017;Same Day;418;CC-12220
1150;CA-2014-110639;23/8/2014;23/8/2014;Same Day;303;RH-19495
1151;CA-2014-121727;19/8/2014;24/8/2014;Standard Class;601;JK-15625
1152;CA-2016-137736;10/11/2016;15/11/2016;Standard Class;291;DC-13285
1153;US-2014-143231;31/12/2014;3/1/2015;First Class;40;GM-14455
1154;US-2014-155894;26/7/2014;30/7/2014;Second Class;489;CL-11890
1155;CA-2016-119025;22/2/2016;28/2/2016;Standard Class;392;PV-18985
1156;CA-2016-159373;13/3/2016;18/3/2016;Standard Class;300;LT-17110
1157;CA-2017-109701;2/12/2017;3/12/2017;Same Day;88;AM-10360
1158;CA-2015-111514;31/8/2015;2/9/2015;First Class;610;SC-20260
1159;US-2014-148838;17/3/2014;21/3/2014;Standard Class;292;CP-12340
1160;CA-2017-136497;16/4/2017;20/4/2017;Standard Class;168;RF-19840
1161;US-2016-108637;13/3/2016;18/3/2016;Standard Class;145;AB-10060
1162;CA-2014-102295;24/11/2014;26/11/2014;Second Class;553;EH-13990
1163;CA-2017-123659;10/2/2017;13/2/2017;First Class;439;MN-17935
1164;US-2016-129469;23/9/2016;27/9/2016;Standard Class;127;KL-16555
1165;CA-2017-155152;7/7/2017;9/7/2017;Second Class;173;MP-17965
1166;CA-2016-159940;7/7/2016;11/7/2016;Second Class;293;BF-11020
1167;CA-2017-119669;24/1/2017;30/1/2017;Standard Class;237;TP-21130
1168;US-2014-164616;19/8/2014;21/8/2014;Second Class;475;MS-17770
1169;CA-2015-148628;6/12/2015;11/12/2015;Standard Class;455;KM-16375
1170;CA-2016-118052;6/5/2016;10/5/2016;Standard Class;535;BE-11455
1171;US-2017-117534;25/3/2017;26/3/2017;First Class;611;CV-12295
1172;CA-2015-145065;12/12/2015;15/12/2015;First Class;590;DK-13375
1173;US-2015-127040;6/12/2015;10/12/2015;Standard Class;612;SG-20605
1174;CA-2016-128111;17/3/2016;23/3/2016;Standard Class;395;CS-12355
1175;CA-2015-137897;14/11/2015;19/11/2015;Standard Class;602;PJ-18835
1176;CA-2017-169264;14/8/2017;16/8/2017;Second Class;414;NP-18700
1177;CA-2017-147361;9/9/2017;15/9/2017;Standard Class;116;SB-20290
1178;CA-2017-145877;1/4/2017;4/4/2017;Second Class;549;AS-10090
1179;US-2016-110170;27/9/2016;3/10/2016;Standard Class;448;HM-14860
1180;CA-2017-108574;7/10/2017;11/10/2017;Standard Class;208;MG-18145
1181;CA-2017-144589;20/1/2017;25/1/2017;Standard Class;613;TM-21010
1182;CA-2017-155985;23/3/2017;25/3/2017;First Class;337;BE-11335
1183;CA-2014-162684;1/8/2014;6/8/2014;Standard Class;358;AS-10630
1184;CA-2015-142041;7/6/2015;9/6/2015;Second Class;614;EM-13810
1185;CA-2014-151295;12/11/2014;16/11/2014;Standard Class;351;JA-15970
1186;CA-2016-156300;29/12/2016;2/1/2017;Standard Class;181;TB-21595
1187;CA-2015-146087;6/7/2015;11/7/2015;Standard Class;453;PP-18955
1188;CA-2017-168655;12/10/2017;18/10/2017;Standard Class;615;ML-18040
1189;CA-2016-107202;21/5/2016;28/5/2016;Standard Class;19;LC-16930
1190;CA-2017-159597;9/11/2017;14/11/2017;Standard Class;566;MC-17590
1191;CA-2016-155551;18/4/2016;23/4/2016;Standard Class;616;CR-12580
1192;US-2017-147669;25/12/2017;30/12/2017;Standard Class;604;SV-20935
1193;CA-2016-169922;11/6/2016;17/6/2016;Standard Class;90;MZ-17515
1194;CA-2017-100748;13/5/2017;20/5/2017;Standard Class;177;RB-19795
1195;CA-2017-129805;28/12/2017;2/1/2018;Standard Class;448;HM-14860
1196;CA-2014-148586;25/3/2014;1/4/2014;Standard Class;617;AZ-10750
1197;US-2017-112613;28/5/2017;1/6/2017;Standard Class;102;JH-15910
1198;CA-2015-154746;14/11/2015;17/11/2015;First Class;602;PJ-18835
1199;CA-2017-140053;3/7/2017;10/7/2017;Standard Class;245;CA-12265
1200;CA-2014-164210;18/11/2014;20/11/2014;Second Class;618;PW-19240
1201;CA-2017-139948;17/7/2017;22/7/2017;Standard Class;518;SW-20455
1202;CA-2016-146934;22/5/2016;27/5/2016;Standard Class;579;AF-10870
1203;CA-2015-100573;25/9/2015;1/10/2015;Standard Class;563;AM-10705
1204;CA-2016-119165;31/10/2016;6/11/2016;Standard Class;218;BD-11320
1205;CA-2015-128027;14/9/2015;17/9/2015;Second Class;201;CM-12385
1206;CA-2016-140207;5/11/2016;10/11/2016;Standard Class;38;CS-12400
1207;CA-2017-140949;17/3/2017;22/3/2017;Second Class;592;DB-13405
1208;CA-2017-138548;15/8/2017;21/8/2017;Standard Class;507;JG-15160
1209;CA-2015-142419;11/7/2015;13/7/2015;Second Class;619;SC-20380
1210;CA-2017-148691;3/12/2017;9/12/2017;Standard Class;428;CS-12460
1211;CA-2017-128755;4/5/2017;8/5/2017;Standard Class;178;MK-18160
1212;US-2016-135923;22/1/2016;28/1/2016;Standard Class;620;CM-11935
1213;CA-2016-114972;3/11/2016;6/11/2016;First Class;419;PF-19225
1214;CA-2017-102750;4/9/2017;8/9/2017;Second Class;621;GM-14695
1215;CA-2014-145212;13/9/2014;19/9/2014;Standard Class;420;DC-12850
1216;CA-2017-141992;19/6/2017;25/6/2017;Standard Class;384;FO-14305
1217;CA-2017-147956;24/12/2017;31/12/2017;Standard Class;118;AH-10210
1218;CA-2017-126067;28/8/2017;3/9/2017;Standard Class;608;KN-16705
1219;CA-2015-104514;2/1/2015;4/1/2015;Second Class;119;CB-12535
1220;CA-2015-141040;9/10/2015;13/10/2015;Second Class;622;TB-21250
1221;CA-2014-113579;13/12/2014;15/12/2014;Second Class;45;KD-16345
1222;CA-2014-144624;19/11/2014;23/11/2014;Standard Class;623;JM-15865
1223;CA-2016-146206;10/9/2016;14/9/2016;Second Class;410;KT-16480
1224;CA-2014-136644;16/6/2014;22/6/2014;Standard Class;624;SC-20575
1225;CA-2015-122371;26/9/2015;1/10/2015;Standard Class;355;BS-11800
1226;CA-2016-126935;19/5/2016;24/5/2016;Standard Class;388;BT-11395
1227;US-2017-133781;22/6/2017;23/6/2017;First Class;420;DC-12850
1228;CA-2017-131618;17/6/2017;20/6/2017;First Class;625;LS-17200
1229;CA-2016-149482;14/11/2016;19/11/2016;Standard Class;626;RR-19315
1230;CA-2014-143917;25/7/2014;27/7/2014;Second Class;108;KL-16645
1231;CA-2015-120397;2/7/2015;2/7/2015;Same Day;580;RB-19435
1232;CA-2017-163902;2/3/2017;8/3/2017;Standard Class;200;MY-17380
1233;CA-2016-136812;18/11/2016;23/11/2016;Standard Class;586;AW-10930
1234;CA-2015-102722;18/4/2015;19/4/2015;First Class;609;KW-16570
1235;CA-2017-155089;2/12/2017;6/12/2017;Standard Class;627;DB-12910
1236;CA-2016-124506;11/11/2016;17/11/2016;Standard Class;180;BB-11545
1237;CA-2014-106572;5/9/2014;10/9/2014;Standard Class;414;NP-18700
1238;CA-2014-128888;15/11/2014;22/11/2014;Standard Class;288;PB-19105
1239;CA-2017-123134;2/5/2017;7/5/2017;Standard Class;62;DW-13585
1240;CA-2016-124352;15/10/2016;21/10/2016;Standard Class;523;CD-12790
1241;CA-2015-124541;6/4/2015;10/4/2015;Standard Class;628;TT-21220
1242;CA-2014-108707;24/10/2014;29/10/2014;Standard Class;627;DB-12910
1243;CA-2014-111500;17/8/2014;21/8/2014;Standard Class;138;DJ-13510
1244;US-2017-117723;15/8/2017;18/8/2017;Second Class;394;DL-13495
1245;CA-2015-143238;6/9/2015;8/9/2015;First Class;629;LO-17170
1246;CA-2015-168746;27/1/2015;29/1/2015;Second Class;278;SV-20365
1247;CA-2015-113404;16/7/2015;16/7/2015;Same Day;614;EM-13810
1248;CA-2016-144792;30/4/2016;4/5/2016;Standard Class;630;KD-16615
1249;CA-2014-164385;26/9/2014;1/10/2014;Second Class;631;NB-18580
1250;US-2016-114174;8/9/2016;14/9/2016;Standard Class;400;AP-10720
1251;CA-2017-108070;16/4/2017;20/4/2017;Standard Class;33;JE-15745
1252;US-2015-128090;16/8/2015;22/8/2015;Standard Class;623;JM-15865
1253;CA-2017-101042;19/11/2017;23/11/2017;Standard Class;456;AB-10105
1254;CA-2016-155439;14/9/2016;18/9/2016;Standard Class;44;PN-18775
1255;CA-2016-118626;15/8/2016;20/8/2016;Standard Class;548;JC-15775
1256;CA-2015-111458;26/9/2015;30/9/2015;Standard Class;59;PF-19165
1257;US-2016-126844;8/10/2016;14/10/2016;Standard Class;309;BW-11110
1258;US-2015-112508;24/3/2015;30/3/2015;Standard Class;131;BP-11185
1259;CA-2015-147788;31/5/2015;4/6/2015;Standard Class;613;TM-21010
1260;CA-2015-144288;25/12/2015;31/12/2015;Standard Class;94;MB-17305
1261;CA-2015-110632;17/3/2015;22/3/2015;Second Class;404;HR-14830
1262;CA-2017-109589;21/12/2017;24/12/2017;First Class;632;BD-11635
1263;CA-2017-123967;1/11/2017;3/11/2017;Second Class;228;SF-20200
1264;CA-2017-148929;7/9/2017;11/9/2017;Standard Class;408;SP-20620
1265;CA-2017-134404;27/12/2017;27/12/2017;Same Day;113;DR-12880
1266;CA-2017-109778;16/7/2017;21/7/2017;Standard Class;92;VM-21685
1267;CA-2016-155845;12/8/2016;15/8/2016;Second Class;633;CM-12235
1268;CA-2017-145128;9/7/2017;14/7/2017;Standard Class;599;SM-20320
1269;CA-2014-129091;22/11/2014;27/11/2014;Standard Class;20;RA-19885
1270;US-2014-155502;26/1/2014;31/1/2014;Standard Class;175;SD-20485
1271;CA-2015-121041;3/11/2015;10/11/2015;Standard Class;295;CS-12250
1272;CA-2017-131695;30/6/2017;6/7/2017;Standard Class;268;RA-19285
1273;CA-2016-137729;5/5/2016;9/5/2016;Standard Class;594;BF-11005
1274;US-2016-115455;8/9/2016;14/9/2016;Standard Class;340;SE-20110
1275;CA-2017-128300;24/11/2017;26/11/2017;Second Class;277;RS-19765
1276;CA-2017-149048;13/5/2017;17/5/2017;Standard Class;313;BM-11650
1277;CA-2017-108553;23/4/2017;29/4/2017;Standard Class;86;SK-19990
1278;CA-2016-165848;4/6/2016;4/6/2016;Same Day;634;EN-13780
1279;CA-2014-112718;16/12/2014;21/12/2014;Standard Class;635;KN-16450
1280;CA-2016-154053;4/3/2016;10/3/2016;Standard Class;451;MG-17890
1281;CA-2014-127446;25/11/2014;30/11/2014;Standard Class;566;MC-17590
1282;CA-2016-137204;28/4/2016;5/5/2016;Standard Class;636;BO-11350
1283;CA-2014-147298;26/4/2014;3/5/2014;Standard Class;637;AG-10300
1284;CA-2017-147942;1/4/2017;5/4/2017;Standard Class;334;MS-17365
1285;CA-2017-115931;22/12/2017;26/12/2017;Standard Class;488;JM-15655
1286;CA-2014-164861;3/12/2014;6/12/2014;Second Class;638;MC-17635
1287;CA-2017-127180;22/10/2017;24/10/2017;First Class;639;TA-21385
1288;US-2017-165344;13/11/2017;15/11/2017;First Class;116;SB-20290
1289;CA-2015-168186;10/9/2015;15/9/2015;Standard Class;493;AB-10150
1290;US-2017-110604;15/5/2017;20/5/2017;Standard Class;640;JF-15295
1291;CA-2015-116750;5/7/2015;10/7/2015;Second Class;542;BF-10975
1292;CA-2015-162369;15/8/2015;19/8/2015;Standard Class;641;TT-21265
1293;CA-2017-108441;12/6/2017;18/6/2017;Standard Class;642;SB-20170
1294;CA-2015-169740;20/2/2015;25/2/2015;Standard Class;216;LM-17065
1295;CA-2016-124051;29/12/2016;30/12/2016;First Class;568;KA-16525
1296;CA-2016-149111;17/4/2016;21/4/2016;Second Class;409;BF-11170
1297;CA-2014-131002;7/9/2014;12/9/2014;Second Class;484;TB-21400
1298;US-2016-146794;26/9/2016;1/10/2016;Standard Class;65;SH-19975
1299;CA-2017-112515;17/9/2017;21/9/2017;Second Class;128;AS-10225
1300;CA-2016-150343;16/8/2016;20/8/2016;Standard Class;8;PK-19075
1301;CA-2015-135538;24/12/2015;28/12/2015;Standard Class;404;HR-14830
1302;CA-2017-123372;28/11/2017;2/12/2017;Standard Class;376;DG-13300
1303;CA-2017-159604;14/4/2017;15/4/2017;First Class;643;CL-12700
1304;CA-2016-164784;1/5/2016;4/5/2016;First Class;521;HF-14995
1305;CA-2016-111794;1/10/2016;1/10/2016;Same Day;644;HG-15025
1306;US-2015-139759;25/8/2015;30/8/2015;Standard Class;645;NL-18310
1307;CA-2014-126403;9/9/2014;12/9/2014;Second Class;646;RR-19525
1308;CA-2017-136875;3/12/2017;3/12/2017;Same Day;647;TC-21295
1309;CA-2017-132185;27/11/2017;2/12/2017;Standard Class;141;DB-13615
1310;US-2014-160780;21/6/2014;21/6/2014;Same Day;648;SV-20785
1311;CA-2017-127026;21/1/2017;27/1/2017;Standard Class;415;MH-18115
1312;CA-2017-137085;29/6/2017;6/7/2017;Standard Class;565;CT-11995
1313;CA-2016-133123;6/9/2016;11/9/2016;Standard Class;42;KB-16315
1314;US-2016-128195;4/8/2016;5/8/2016;First Class;268;RA-19285
1315;CA-2015-153220;12/11/2015;14/11/2015;First Class;290;YC-21895
1316;CA-2014-123064;30/6/2014;2/7/2014;First Class;155;RA-19915
1317;CA-2017-156412;4/12/2017;8/12/2017;Standard Class;381;CM-12160
1318;US-2016-144211;28/8/2016;2/9/2016;Standard Class;80;CS-12130
1319;CA-2016-138079;22/1/2016;28/1/2016;Standard Class;296;AJ-10795
1320;CA-2014-143182;15/10/2014;20/10/2014;Standard Class;298;DL-12865
1321;CA-2016-161662;7/2/2016;9/2/2016;First Class;649;BE-11410
1322;CA-2014-145317;18/3/2014;23/3/2014;Standard Class;599;SM-20320
1323;CA-2014-143413;24/5/2014;30/5/2014;Standard Class;262;RP-19390
1324;CA-2017-156818;11/7/2017;13/7/2017;Second Class;558;JD-16015
1325;CA-2017-155873;16/6/2017;21/6/2017;Standard Class;438;AB-10255
1326;CA-2015-121797;30/1/2015;6/2/2015;Standard Class;231;CC-12145
1327;US-2015-120572;11/12/2015;15/12/2015;Standard Class;486;GH-14425
1328;CA-2017-132430;9/10/2017;11/10/2017;First Class;435;CP-12085
1329;CA-2017-146031;29/7/2017;1/8/2017;Second Class;307;GM-14440
1330;CA-2014-110100;25/4/2014;29/4/2014;Standard Class;63;LC-16885
1331;CA-2015-103723;1/12/2015;6/12/2015;Standard Class;458;BT-11305
1332;CA-2014-127187;4/12/2014;8/12/2014;Standard Class;435;CP-12085
1333;CA-2017-128475;26/8/2017;1/9/2017;Standard Class;650;SC-20680
1334;CA-2014-100006;7/9/2014;13/9/2014;Standard Class;590;DK-13375
1335;CA-2017-144827;21/12/2017;27/12/2017;Standard Class;340;SE-20110
1336;CA-2014-110030;6/12/2014;8/12/2014;Second Class;167;LF-17185
1337;CA-2014-121286;4/11/2014;8/11/2014;Second Class;22;ON-18715
1338;CA-2016-164735;14/4/2016;19/4/2016;Second Class;484;TB-21400
1339;CA-2014-153479;4/10/2014;8/10/2014;Standard Class;651;DF-13135
1340;CA-2017-149888;7/11/2017;13/11/2017;Standard Class;213;EP-13915
1341;CA-2017-119193;22/12/2017;24/12/2017;First Class;86;SK-19990
1342;CA-2017-104801;13/2/2017;19/2/2017;Standard Class;652;FH-14350
1343;CA-2014-107594;2/7/2014;6/7/2014;Standard Class;14;EH-13945
1344;CA-2015-129770;21/2/2015;23/2/2015;Second Class;556;JE-15715
1345;CA-2015-115798;13/11/2015;19/11/2015;Standard Class;108;KL-16645
1346;CA-2017-122707;16/4/2017;18/4/2017;First Class;495;EB-13750
1347;CA-2016-165015;25/2/2016;27/2/2016;Second Class;233;BD-11725
1348;CA-2014-149244;4/11/2014;8/11/2014;Standard Class;653;MS-17530
1349;CA-2015-140144;20/6/2015;25/6/2015;Second Class;35;SC-20770
1350;CA-2017-163321;7/8/2017;11/8/2017;Second Class;249;FM-14380
1351;CA-2014-155887;12/5/2014;17/5/2014;Standard Class;410;KT-16480
1352;US-2015-165449;22/11/2015;26/11/2015;Standard Class;400;AP-10720
1353;CA-2015-110247;4/12/2015;8/12/2015;Standard Class;654;RH-19555
1354;US-2014-141257;8/6/2014;14/6/2014;Standard Class;230;CS-11950
1355;CA-2014-154669;8/8/2014;11/8/2014;Second Class;613;TM-21010
1356;CA-2014-158029;26/5/2014;30/5/2014;Standard Class;521;HF-14995
1357;CA-2015-155306;17/4/2015;21/4/2015;Standard Class;655;GA-14515
1358;CA-2016-127775;11/6/2016;13/6/2016;Second Class;302;ES-14020
1359;CA-2016-146171;11/3/2016;15/3/2016;Standard Class;656;JP-16135
1360;CA-2014-129574;26/5/2014;29/5/2014;First Class;657;Dp-13240
1361;CA-2017-126536;12/10/2017;14/10/2017;First Class;72;NK-18490
1362;CA-2017-165757;22/6/2017;28/6/2017;Standard Class;485;PL-18925
1363;CA-2017-167752;15/1/2017;18/1/2017;First Class;356;RW-19690
1364;US-2015-122140;2/4/2015;7/4/2015;Standard Class;658;MO-17950
1365;CA-2016-163986;3/9/2016;10/9/2016;Standard Class;371;JJ-15445
1366;CA-2017-158967;10/12/2017;12/12/2017;First Class;538;BT-11680
1367;CA-2016-131576;22/11/2016;26/11/2016;Standard Class;362;RD-19585
1368;CA-2017-143455;11/11/2017;18/11/2017;Standard Class;530;ML-17755
1369;CA-2016-144729;21/10/2016;25/10/2016;Standard Class;33;JE-15745
1370;CA-2015-127019;21/12/2015;25/12/2015;Standard Class;46;ER-13855
1371;CA-2015-138534;17/7/2015;19/7/2015;Second Class;342;JM-15535
1372;CA-2017-108322;30/4/2017;5/5/2017;Standard Class;165;SS-20140
1373;CA-2017-167668;6/5/2017;8/5/2017;First Class;647;TC-21295
1374;CA-2017-146724;20/11/2017;27/11/2017;Standard Class;644;HG-15025
1375;CA-2016-139878;11/11/2016;16/11/2016;Standard Class;437;LD-17005
1376;US-2016-106677;5/11/2016;10/11/2016;Standard Class;156;AS-10285
1377;CA-2016-116974;9/10/2016;15/10/2016;Standard Class;173;MP-17965
1378;CA-2015-149972;21/9/2015;23/9/2015;First Class;523;CD-12790
1379;US-2014-117744;2/12/2014;6/12/2014;Standard Class;551;MD-17860
1380;CA-2014-125514;21/9/2014;22/9/2014;First Class;313;BM-11650
1381;CA-2014-154599;12/4/2014;17/4/2014;Standard Class;635;KN-16450
1382;CA-2017-158743;20/10/2017;27/10/2017;Standard Class;491;IG-15085
1383;CA-2016-153318;25/10/2016;28/10/2016;First Class;330;JS-15595
1384;US-2015-110163;1/11/2015;4/11/2015;First Class;316;GA-14725
1385;CA-2017-143329;3/11/2017;8/11/2017;Standard Class;659;DL-13330
1386;CA-2015-159380;12/5/2015;16/5/2015;Standard Class;474;CS-12505
1387;CA-2015-122623;7/9/2015;11/9/2015;Standard Class;231;CC-12145
1388;CA-2015-148635;25/7/2015;27/7/2015;Second Class;660;MH-18025
1389;CA-2015-135685;16/11/2015;18/11/2015;Second Class;487;MP-18175
1390;CA-2015-104626;1/9/2015;8/9/2015;Standard Class;661;DR-12940
1391;CA-2016-160500;5/5/2016;8/5/2016;First Class;662;DM-13015
1392;CA-2017-100202;31/12/2016;5/1/2017;Standard Class;380;BD-11620
1393;CA-2017-131016;18/9/2017;20/9/2017;First Class;420;DC-12850
1394;US-2014-112914;25/9/2014;30/9/2014;Standard Class;193;MT-18070
1395;CA-2016-124149;23/4/2016;26/4/2016;First Class;78;MJ-17740
1396;CA-2014-148915;1/11/2014;5/11/2014;Standard Class;445;ND-18370
1397;CA-2017-134649;26/1/2017;31/1/2017;Second Class;663;CA-11965
1398;CA-2017-110842;11/11/2017;16/11/2017;Standard Class;316;GA-14725
1399;CA-2016-147368;9/6/2016;12/6/2016;First Class;647;TC-21295
1400;US-2015-104185;3/9/2015;8/9/2015;Second Class;81;JB-15400
1401;US-2014-125521;14/3/2014;19/3/2014;Standard Class;279;CK-12325
1402;US-2017-135062;31/8/2017;4/9/2017;Second Class;211;RL-19615
1403;CA-2017-135650;23/3/2017;27/3/2017;Standard Class;664;AC-10660
1404;CA-2017-112865;18/5/2017;22/5/2017;Standard Class;4;BH-11710
1405;US-2016-162852;27/12/2016;31/12/2016;Standard Class;411;BG-11695
1406;CA-2017-138163;17/11/2017;20/11/2017;First Class;191;XP-21865
1407;CA-2017-152093;10/9/2017;15/9/2017;Standard Class;382;SN-20560
1408;CA-2017-157854;8/4/2017;15/4/2017;Standard Class;665;DM-13345
1409;CA-2016-123617;28/11/2016;3/12/2016;Standard Class;322;AJ-10780
1410;US-2016-128293;2/6/2016;5/6/2016;First Class;347;KC-16255
1411;CA-2017-107342;17/12/2017;22/12/2017;Standard Class;666;VF-21715
1412;CA-2016-136371;19/3/2016;21/3/2016;Second Class;604;SV-20935
1413;CA-2017-137344;20/8/2017;20/8/2017;Same Day;614;EM-13810
1414;CA-2017-169810;25/7/2017;31/7/2017;Standard Class;182;RB-19360
1415;CA-2016-128594;26/8/2016;29/8/2016;First Class;138;DJ-13510
1416;CA-2016-154690;15/8/2016;17/8/2016;Second Class;667;CC-12370
